,unique_key,created_date,closed_date,agency_acronym,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,city,status,due_date,resolution_date,community_board,borough,latitude,longitude,dirty_long,dirty_lat
1531579,28180628,2014-06-03 00:00:00,2014-07-10 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10456.0,TELLER AVENUE,TELLER AVENUE,BRONX,Closed,07/03/2014 09:47:40 PM,2014-07-10 00:00:00,Unspecified BRONX,BRONX,,,,
1531580,28180629,2014-06-03 00:00:00,2014-03-31 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10009.0,371 EAST 10 STREET,EAST 10 STREET,NEW YORK,Pending,07/03/2014 05:52:59 PM,2014-06-03 18:02:58,03 MANHATTAN,MANHATTAN,40.7264045048,-73.978778444,-73.98,40.73
1531581,28180670,2014-06-03 10:38:50,2014-06-05 14:25:09,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,Commercial Building,10009.0,242 EAST 2 STREET,EAST 2 STREET,NEW YORK,Closed,07/03/2014 10:38:50 AM,2014-06-05 14:25:09,03 MANHATTAN,MANHATTAN,40.721404098899995,-73.9819619486,-73.98,40.72
1531582,28180688,2014-06-03 11:48:00,2014-06-04 12:00:00,DSNY,Bronx 05,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10453.0,1754 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,BRONX,Closed,,2014-06-04 12:00:00,05 BRONX,BRONX,40.8512943263,-73.9202064771,-73.92,40.85
1531583,28180690,2014-06-03 15:57:46,2014-08-03 06:38:13,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Other (Explain Below),11218.0,915 CORTELYOU ROAD,CORTELYOU ROAD,BROOKLYN,Closed,08/02/2014 03:57:46 PM,2014-08-03 06:38:13,12 BROOKLYN,BROOKLYN,40.638934776199996,-73.9695425583,-73.97,40.64
1531584,28180710,2014-06-03 09:01:00,2014-06-03 12:00:00,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11231.0,59 2 PLACE,2 PLACE,BROOKLYN,Closed,,2014-06-03 12:00:00,06 BROOKLYN,BROOKLYN,40.679888172800005,-73.9986479884,-74.0,40.68
1531585,28180741,2014-06-03 00:00:00,2014-06-25 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10014.0,40 GROVE STREET,GROVE STREET,NEW YORK,Closed,07/03/2014 04:43:37 PM,2014-06-25 00:00:00,02 MANHATTAN,MANHATTAN,40.7327440133,-74.0044922391,-74.0,40.73
1531586,28180743,2014-06-03 00:00:00,2014-04-17 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10010.0,111 EAST 26 STREET,EAST 26 STREET,NEW YORK,Pending,07/03/2014 04:28:08 PM,2014-06-03 16:30:46,05 MANHATTAN,MANHATTAN,40.741830911,-73.9843309537,-73.98,40.74
1531587,28180759,2014-06-03 15:22:00,2014-06-04 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11213.0,,,BROOKLYN,Closed,,2014-06-04 12:00:00,08 BROOKLYN,BROOKLYN,40.671473889699996,-73.9308686428,-73.93,40.67
1531588,28180764,2014-06-03 06:32:00,2014-06-03 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,22 Weeds,Sidewalk,11357.0,163-08 20 ROAD,20 ROAD,Whitestone,Closed,,2014-06-03 12:00:00,07 QUEENS,QUEENS,40.7794425572,-73.8000001245,-73.8,40.78
1531589,28180789,2014-06-03 09:10:00,2014-06-03 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11225.0,448 EMPIRE BOULEVARD,EMPIRE BOULEVARD,BROOKLYN,Closed,,2014-06-03 12:00:00,09 BROOKLYN,BROOKLYN,40.6641238069,-73.9472263322,-73.95,40.66
1531590,28180814,2014-06-03 08:32:02,2014-08-03 06:37:53,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10462.0,2148 WHITE PLAINS ROAD,WHITE PLAINS ROAD,BRONX,Closed,08/02/2014 08:32:02 AM,2014-08-03 06:37:53,11 BRONX,BRONX,40.8550254858,-73.86767084659999,-73.87,40.86
1531591,28180835,2014-06-03 00:00:00,2014-06-25 16:01:21,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11210.0,135 AMERSFORT PLACE,AMERSFORT PLACE,BROOKLYN,Closed,07/03/2014 11:20:58 PM,2014-06-25 16:01:21,14 BROOKLYN,BROOKLYN,40.632916995,-73.95032422199999,-73.95,40.63
1531592,28180892,2014-06-03 09:08:00,2014-06-03 12:00:00,DSNY,BCC - Bronx,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10470.0,4503 WHITE PLAINS ROAD,WHITE PLAINS ROAD,BRONX,Closed,,2014-06-03 12:00:00,12 BRONX,BRONX,40.9000645832,-73.8529636186,-73.85,40.9
1531593,28180921,2014-06-03 19:30:00,2014-06-04 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11369.0,,,East Elmhurst,Closed,,2014-06-04 12:00:00,03 QUEENS,QUEENS,40.7703133729,-73.8760236401,-73.88,40.77
1531594,28180922,2014-06-03 13:41:00,2014-06-04 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11369.0,,,East Elmhurst,Closed,,2014-06-04 12:00:00,03 QUEENS,QUEENS,40.7635457066,-73.8820828138,-73.88,40.76
1531595,28180931,2014-06-03 20:46:00,2014-06-07 12:00:00,DSNY,A - Manhattan,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10031.0,3688 BROADWAY,BROADWAY,NEW YORK,Closed,,2014-06-07 12:00:00,09 MANHATTAN,MANHATTAN,40.8311525995,-73.946985445,-73.95,40.83
1531596,28180944,2014-06-03 11:48:41,2014-08-03 06:38:01,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,Restaurant/Bar/Deli/Bakery,11203.0,3910 CHURCH AVENUE,CHURCH AVENUE,BROOKLYN,Closed,08/02/2014 11:48:41 AM,2014-08-03 06:38:01,17 BROOKLYN,BROOKLYN,40.6512311631,-73.9407532645,-73.94,40.65
1531597,28180957,2014-06-03 21:57:00,2014-06-06 12:00:00,DSNY,A - Staten Island,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10314.0,274 PORTAGE AVENUE,PORTAGE AVENUE,STATEN ISLAND,Closed,,2014-06-06 12:00:00,02 STATEN ISLAND,STATEN ISLAND,40.6001743884,-74.13027199310001,-74.13,40.6
1531598,28180958,2014-06-03 15:03:00,2014-06-04 12:00:00,DSNY,A - Manhattan,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10025.0,163 WEST 97 STREET,WEST 97 STREET,NEW YORK,Closed,,2014-06-04 12:00:00,07 MANHATTAN,MANHATTAN,40.7942632481,-73.9687058447,-73.97,40.79
1531599,28180960,2014-06-03 00:00:00,2014-06-30 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11234.0,1869 HENDRICKSON STREET,HENDRICKSON STREET,BROOKLYN,Closed,07/03/2014 06:01:27 PM,2014-06-30 00:00:00,18 BROOKLYN,BROOKLYN,40.6147685346,-73.9295082399,-73.93,40.61
1531600,28180975,2014-06-03 15:55:00,2014-06-04 12:00:00,DSNY,A - Queens,Dirty Conditions,E11 Litter Surveillance,Sidewalk,11421.0,95-12 JAMAICA AVENUE,JAMAICA AVENUE,Woodhaven,Closed,,2014-06-04 12:00:00,09 QUEENS,QUEENS,40.694266691399996,-73.85026209739999,-73.85,40.69
1531601,28180994,2014-06-03 09:10:00,2014-06-05 12:00:00,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10461.0,,,BRONX,Closed,,2014-06-05 12:00:00,10 BRONX,BRONX,40.8492103038,-73.8305501713,-73.83,40.85
1531602,28181031,2014-06-03 09:38:00,2014-06-04 12:00:00,DSNY,A - Staten Island,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10314.0,27 BRIELLE AVENUE,BRIELLE AVENUE,STATEN ISLAND,Closed,,2014-06-04 12:00:00,02 STATEN ISLAND,STATEN ISLAND,40.5988641331,-74.1237120283,-74.12,40.6
1531603,28181032,2014-06-03 16:49:00,2014-06-04 12:00:00,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,10463.0,3940 ORLOFF AVENUE,ORLOFF AVENUE,BRONX,Closed,,2014-06-04 12:00:00,08 BRONX,BRONX,40.883671200500004,-73.8935290863,-73.89,40.88
1531604,28181059,2014-06-03 13:41:00,2014-06-04 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11369.0,,,East Elmhurst,Closed,,2014-06-04 12:00:00,03 QUEENS,QUEENS,40.760112915,-73.877666996,-73.88,40.76
1531605,28181072,2014-06-03 13:49:00,2014-06-05 12:00:00,DSNY,BCC - Staten Island,Dirty Conditions,E2 Receptacle Violation,Sidewalk,10310.0,752 FOREST AVENUE,FOREST AVENUE,STATEN ISLAND,Closed,,2014-06-05 12:00:00,01 STATEN ISLAND,STATEN ISLAND,40.6291433443,-74.1144445587,-74.11,40.63
1531606,28181098,2014-06-03 20:15:00,2014-06-04 12:00:00,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10474.0,838 LONGFELLOW AVENUE,LONGFELLOW AVENUE,BRONX,Closed,,2014-06-04 12:00:00,02 BRONX,BRONX,40.8181885751,-73.8855193696,-73.89,40.82
1531607,28181099,2014-06-03 02:10:00,2014-06-07 12:00:00,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11362.0,60-30 MARATHON PARKWAY,MARATHON PARKWAY,Little Neck,Closed,,2014-06-07 12:00:00,11 QUEENS,QUEENS,40.7578474465,-73.7302697959,-73.73,40.76
1531608,28181116,2014-06-03 22:28:07,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Restaurant/Bar/Deli/Bakery,11208.0,624 SOUTH CONDUIT BOULEVARD,SOUTH CONDUIT BOULEVARD,BROOKLYN,Pending,07/10/2014 10:28:07 PM,2014-06-04 09:53:23,05 BROOKLYN,BROOKLYN,40.6759134076,-73.8667211768,-73.87,40.68
1531609,28181444,2014-06-03 07:58:00,2014-06-04 12:00:00,DSNY,BCC - Bronx,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10466.0,4015 DURYEA AVENUE,DURYEA AVENUE,BRONX,Closed,,2014-06-04 12:00:00,12 BRONX,BRONX,40.8922218174,-73.83578628869999,-73.84,40.89
1531610,28185385,2014-06-04 13:40:00,2014-06-18 12:00:00,DSNY,P - Manhattan and Bronx,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10469.0,1431 HICKS STREET,HICKS STREET,BRONX,Closed,,2014-06-18 12:00:00,12 BRONX,BRONX,40.878478952600005,-73.8497459824,-73.85,40.88
1531611,28181400,2014-06-03 19:45:59,2014-08-03 06:38:25,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Toilet Facility,Restaurant/Bar/Deli/Bakery,10011.0,239 7 AVENUE,7 AVENUE,NEW YORK,Closed,08/02/2014 07:45:59 PM,2014-08-03 06:38:25,04 MANHATTAN,MANHATTAN,40.7445546731,-73.9952940415,-74.0,40.74
1531612,28181441,2014-06-03 00:00:00,2014-06-25 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10034.0,610 ACADEMY STREET,ACADEMY STREET,NEW YORK,Closed,07/03/2014 07:30:39 PM,2014-06-25 00:00:00,12 MANHATTAN,MANHATTAN,40.8648255519,-73.9240478646,-73.92,40.86
1531613,28181446,2014-06-03 14:54:00,2014-06-04 12:00:00,DSNY,P - Manhattan and Bronx,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10027.0,271 WEST 121 STREET,WEST 121 STREET,NEW YORK,Closed,,2014-06-04 12:00:00,10 MANHATTAN,MANHATTAN,40.8071741812,-73.9519858499,-73.95,40.81
1531614,28181481,2014-06-03 00:00:00,2014-06-06 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11385.0,66-37 60TH PLACE,60TH PLACE,RIDGEWOOD,Closed,07/03/2014 06:40:09 PM,2014-06-06 00:00:00,Unspecified QUEENS,QUEENS,40.7072159951,-73.9004835897,-73.9,40.71
1531615,28181482,2014-06-03 10:04:00,2014-06-05 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,Closed,,2014-06-05 12:00:00,01 BROOKLYN,BROOKLYN,,,,
1531616,28181483,2014-06-03 09:46:00,2014-06-04 12:00:00,DSNY,BCC - Queens West,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11106.0,,,Astoria,Closed,,2014-06-04 12:00:00,01 QUEENS,QUEENS,40.7617055856,-73.9315799739,-73.93,40.76
1531617,28181488,2014-06-03 00:00:00,2014-06-13 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10014.0,244 WEST 10 STREET,WEST 10 STREET,NEW YORK,Closed,07/03/2014 12:44:33 PM,2014-06-13 00:00:00,02 MANHATTAN,MANHATTAN,40.7338199011,-74.00574799399999,-74.01,40.73
1531618,28181496,2014-06-03 15:25:00,2014-06-04 12:00:00,DSNY,P - Queens,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11385.0,1711 HANCOCK STREET,HANCOCK STREET,Ridgewood,Closed,,2014-06-04 12:00:00,05 QUEENS,QUEENS,40.699534087800004,-73.9045450764,-73.9,40.7
1531619,28181518,2014-06-03 00:00:00,2014-06-06 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11103.0,41-08 31 AVENUE,31 AVENUE,Astoria,Closed,07/03/2014 08:50:31 PM,2014-06-06 00:00:00,01 QUEENS,QUEENS,40.760860975,-73.9161347267,-73.92,40.76
1531620,28181541,2014-06-03 00:00:00,2014-06-18 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10027.0,410 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,NEW YORK,Closed,07/03/2014 07:01:22 PM,2014-06-18 00:00:00,10 MANHATTAN,MANHATTAN,40.8142243207,-73.9495205542,-73.95,40.81
1531621,28181558,2014-06-03 10:34:17,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Handwashing,Restaurant/Bar/Deli/Bakery,10012.0,144 WEST 4 STREET,WEST 4 STREET,NEW YORK,Pending,07/10/2014 10:34:17 AM,2014-06-04 09:53:27,02 MANHATTAN,MANHATTAN,40.731434852199996,-74.0004257621,-74.0,40.73
1531622,28181589,2014-06-03 10:52:00,2014-06-04 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11203.0,,,BROOKLYN,Closed,,2014-06-04 12:00:00,17 BROOKLYN,BROOKLYN,40.6557557043,-73.9240155899,-73.92,40.66
1531623,28181590,2014-06-03 23:59:00,2014-06-06 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11201.0,FLEET PLACE,FLEET PLACE,BROOKLYN,Closed,,2014-06-06 12:00:00,02 BROOKLYN,BROOKLYN,40.6924879819,-73.981775045,-73.98,40.69
1531624,28181591,2014-06-03 07:30:00,2014-06-04 12:00:00,DSNY,BCC - Queens East,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,Closed,,2014-06-04 12:00:00,11 QUEENS,QUEENS,,,,
1531625,28181592,2014-06-03 10:39:00,2014-06-04 12:00:00,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11203.0,1186 UTICA AVENUE,UTICA AVENUE,BROOKLYN,Closed,,2014-06-04 12:00:00,17 BROOKLYN,BROOKLYN,40.6436107961,-73.9295210102,-73.93,40.64
1531626,28181608,2014-06-03 19:46:21,2014-08-03 06:38:14,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Catering Service,10019.0,135 WEST 50 STREET,WEST 50 STREET,NEW YORK,Closed,08/02/2014 07:46:21 PM,2014-08-03 06:38:15,05 MANHATTAN,MANHATTAN,40.760374009,-73.9815326674,-73.98,40.76
1531627,28181610,2014-06-03 09:40:35,2014-08-03 06:37:56,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,10016.0,134B EAST 27 STREET,EAST 27 STREET,NEW YORK,Closed,08/02/2014 09:40:35 AM,2014-08-03 06:37:56,06 MANHATTAN,MANHATTAN,40.7419487099,-73.9827539141,-73.98,40.74
1531628,28181615,2014-06-03 00:00:00,2014-05-09 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031.0,508 WEST 151 STREET,WEST 151 STREET,NEW YORK,Pending,07/03/2014 09:33:13 AM,2014-06-03 09:43:44,09 MANHATTAN,MANHATTAN,40.8292552679,-73.9454114889,-73.95,40.83
1531629,28181631,2014-06-03 20:10:00,2014-06-04 12:00:00,DSNY,BCC - Bronx,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10469.0,3758 LACONIA AVENUE,LACONIA AVENUE,BRONX,Closed,,2014-06-04 12:00:00,12 BRONX,BRONX,40.8795637979,-73.8524086681,-73.85,40.88
1531630,28181657,2014-06-03 10:50:46,2014-06-05 14:26:34,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),3+ Family Apartment Building,10025.0,27 WEST 96 STREET,WEST 96 STREET,NEW YORK,Closed,07/18/2014 10:50:46 AM,2014-06-05 14:26:34,07 MANHATTAN,MANHATTAN,40.7921654657,-73.9658574007,-73.97,40.79
1531631,28181724,2014-06-03 00:00:00,2014-06-06 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11385.0,74-68 64 LANE,64 LANE,Ridgewood,Closed,07/03/2014 11:25:35 AM,2014-06-06 00:00:00,05 QUEENS,QUEENS,40.7000567686,-73.8904538983,-73.89,40.7
1531632,28181727,2014-06-03 16:42:59,2014-06-26 09:26:39,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,10016.0,240 EAST 27 STREET,EAST 27 STREET,NEW YORK,Closed,07/03/2014 04:42:59 PM,2014-06-26 09:26:39,06 MANHATTAN,MANHATTAN,40.7406636745,-73.97973380399999,-73.98,40.74
1531633,28181728,2014-06-03 10:20:48,2014-09-24 10:03:37,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),3+ Family Apartment Building,11385.0,614 ONDERDONK AVENUE,ONDERDONK AVENUE,RIDGEWOOD,Closed,07/18/2014 10:20:48 AM,2014-09-24 10:03:37,05 QUEENS,QUEENS,40.7048733169,-73.9087392572,-73.91,40.7
1531634,28181732,2014-06-03 12:02:07,2014-08-03 06:38:03,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,11236.0,556 REMSEN AVENUE,REMSEN AVENUE,BROOKLYN,Closed,08/02/2014 12:02:07 PM,2014-08-03 06:38:03,17 BROOKLYN,BROOKLYN,40.6530577953,-73.9202741941,-73.92,40.65
1531635,28181752,2014-06-03 00:00:00,2014-06-17 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11693.0,214 BEACH 92 STREET,BEACH 92 STREET,Far Rockaway,Closed,07/03/2014 03:22:06 PM,2014-06-17 00:00:00,14 QUEENS,QUEENS,40.5868073106,-73.81567329960001,-73.82,40.59
1531636,28181779,2014-06-03 20:48:00,2014-06-07 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,11234.0,1215 EAST 51 STREET,EAST 51 STREET,BROOKLYN,Closed,,2014-06-07 12:00:00,18 BROOKLYN,BROOKLYN,40.6314197387,-73.9271848937,-73.93,40.63
1531637,28181789,2014-06-03 00:00:00,2014-06-05 11:10:33,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10457.0,405 EAST 182 STREET,EAST 182 STREET,BRONX,Closed,07/03/2014 02:37:13 PM,2014-06-05 11:10:33,06 BRONX,BRONX,40.8548351409,-73.89623939149999,-73.9,40.85
1531638,28181798,2014-06-03 00:00:00,2014-08-08 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11217.0,,,BROOKLYN,Closed,07/03/2014 10:03:53 AM,2014-08-08 00:00:00,06 BROOKLYN,BROOKLYN,40.6786763573,-73.98218982350001,-73.98,40.68
1531639,28181799,2014-06-03 13:41:00,2014-06-04 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11369.0,,,East Elmhurst,Closed,,2014-06-04 12:00:00,03 QUEENS,QUEENS,40.7619048257,-73.8798873462,-73.88,40.76
1531640,28181800,2014-06-03 13:41:00,2014-06-04 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11370.0,,,East Elmhurst,Closed,,2014-06-04 12:00:00,03 QUEENS,QUEENS,40.7593300858,-73.8851043492,-73.89,40.76
1531641,28181805,2014-06-03 10:48:21,2014-06-05 14:37:56,DOHMH,Department of Health and Mental Hygiene,Asbestos,,3+ Family Apartment Building,10003.0,151 2 AVENUE,2 AVENUE,NEW YORK,Closed,07/18/2014 10:48:21 AM,2014-06-05 14:37:56,03 MANHATTAN,MANHATTAN,40.729416734299996,-73.9870904184,-73.99,40.73
1531642,28181819,2014-06-03 13:40:00,2014-06-04 12:00:00,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10467.0,,,BRONX,Closed,,2014-06-04 12:00:00,12 BRONX,BRONX,40.881441674899996,-73.8639911211,-73.86,40.88
1531643,28181836,2014-06-03 13:09:41,2014-08-03 06:38:00,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Worker Hygiene,Restaurant/Bar/Deli/Bakery,10002.0,181 EAST BROADWAY,EAST BROADWAY,NEW YORK,Closed,08/02/2014 01:09:41 PM,2014-08-03 06:38:00,03 MANHATTAN,MANHATTAN,40.71413414,-73.9892396723,-73.99,40.71
1531644,28181838,2014-06-03 00:00:00,2014-06-05 00:00:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11434.0,150-35 FOCH BOULEVARD,FOCH BOULEVARD,Jamaica,Closed,07/03/2014 11:09:00 AM,2014-06-05 00:00:00,12 QUEENS,QUEENS,40.6807203687,-73.7915206121,-73.79,40.68
1531645,28181842,2014-06-03 01:56:00,2014-06-03 12:00:00,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11362.0,53-09 MARATHON PARKWAY,MARATHON PARKWAY,Little Neck,Closed,,2014-06-03 12:00:00,11 QUEENS,QUEENS,40.761525525500005,-73.7326698573,-73.73,40.76
1531646,28181844,2014-06-03 07:00:00,2014-06-04 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11219.0,1421 55 STREET,55 STREET,BROOKLYN,Closed,,2014-06-04 12:00:00,12 BROOKLYN,BROOKLYN,40.6299521473,-73.99276224260001,-73.99,40.63
1531647,28181854,2014-06-03 12:15:00,2014-06-04 12:00:00,DSNY,A - Queens,Dirty Conditions,E5 Loose Rubbish,Sidewalk,11374.0,64-02 99 STREET,99 STREET,Rego Park,Closed,,2014-06-04 12:00:00,06 QUEENS,QUEENS,40.7308180651,-73.856194708,-73.86,40.73
1531648,28181892,2014-06-03 08:57:00,2014-06-03 12:00:00,DSNY,BCC - Staten Island,Sanitation Condition,22 Weeds,Sidewalk,10314.0,,,STATEN ISLAND,Closed,,2014-06-03 12:00:00,01 STATEN ISLAND,STATEN ISLAND,40.614644019699995,-74.1553366579,-74.16,40.61
1531649,28181907,2014-06-03 19:30:00,2014-06-04 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11369.0,,,East Elmhurst,Closed,,2014-06-04 12:00:00,03 QUEENS,QUEENS,40.7626580102,-73.87325108659999,-73.87,40.76
1531650,28181908,2014-06-03 13:41:00,2014-06-04 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11370.0,,,East Elmhurst,Closed,,2014-06-04 12:00:00,03 QUEENS,QUEENS,40.7592322001,-73.8860358109,-73.89,40.76
1531651,28181909,2014-06-03 13:41:00,2014-06-04 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11370.0,,,East Elmhurst,Closed,,2014-06-04 12:00:00,03 QUEENS,QUEENS,40.7572922674,-73.8894718186,-73.89,40.76
1531652,28181910,2014-06-02 17:13:00,2014-06-10 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11226.0,2351 BEDFORD AVENUE,BEDFORD AVENUE,BROOKLYN,Closed,,2014-06-10 12:00:00,17 BROOKLYN,BROOKLYN,40.6461571833,-73.9554061696,-73.96,40.65
1531653,28181911,2014-06-02 08:29:00,2014-06-05 12:00:00,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11235.0,,,BROOKLYN,Closed,,2014-06-05 12:00:00,13 BROOKLYN,BROOKLYN,40.5866702054,-73.9661496798,-73.97,40.59
1531654,28181943,2014-06-03 15:44:00,2014-06-09 12:00:00,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11211.0,367 SOUTH 4 STREET,SOUTH 4 STREET,BROOKLYN,Closed,,2014-06-09 12:00:00,01 BROOKLYN,BROOKLYN,40.7082787005,-73.9529912712,-73.95,40.71
1531655,28181944,2014-06-03 19:09:00,2014-06-05 12:00:00,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11377.0,,,Woodside,Closed,,2014-06-05 12:00:00,01 QUEENS,QUEENS,40.7612802861,-73.90472731930001,-73.9,40.76
1531656,28181946,2014-06-03 18:47:00,2014-06-05 12:00:00,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11373.0,42-28 FORLEY STREET,FORLEY STREET,Elmhurst,Closed,,2014-06-05 12:00:00,04 QUEENS,QUEENS,40.745134823,-73.8751141364,-73.88,40.75
